ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
58,0.154806666667,0.0168728571429,0.0372,0.0074,0.78372047619
59,0.0022,0.0002,0.032,0.003,0.9626
60,0.6606,0.0002,0.0102,0.0407333333333,0.288266666667
61,0.7138,0.0,0.0312,0.066,0.189
62,0.2036,0.0,0.0823666666667,0.4911,0.222933333333
63,0.397517619048,0.0026,0.0216,0.1838,0.394482380952
64,0.00516666666667,0.0172,0.0422,0.0016,0.933833333333
65,0.012,0.036,0.1072,0.0,0.8448
66,0.7408,0.0,0.0016,0.2052,0.0524
67,0.9168,0.0078,0.0,0.0024,0.073
68,0.1552,0.0048,0.1706,0.3216,0.3478
69,0.4478,0.0026,0.1474,0.334466666667,0.0677333333333
70,0.0042,0.0,0.0084,0.0004,0.987
71,0.028,0.0088,0.0326,0.0116,0.919
72,0.9492,0.0,0.0004,0.0182,0.0322
73,0.1444,0.0042,0.0426,0.0266,0.7822
74,0.287,0.0004,0.018,0.2408,0.4538
75,0.0224,0.0064,0.0296,0.0062,0.9354
76,0.469483333333,0.0782,0.0651166666667,0.032,0.3552
77,0.9048,0.0004,0.005,0.005,0.0848
78,0.1006,0.0014,0.0588,0.0184,0.8208
79,0.5096,0.0002,0.0444,0.2904,0.1554
80,0.7747,0.0072,0.0073,0.0458,0.165
81,0.1826,0.0278,0.079,0.0024,0.7082
82,0.1876,0.002,0.0272,0.0116,0.7716
83,0.643716666667,0.0,0.0234,0.24572,0.0871633333333
84,0.017,0.0144,0.1032,0.0082,0.8572
85,0.3602,0.0002,0.1036,0.381,0.155
86,0.146688333333,0.0266,0.187533333333,0.001,0.638178333333
87,0.094,0.0,0.1294,0.5174,0.2592
88,0.4187,0.0002,0.1684,0.1902,0.2225
89,0.007,0.001,0.1468,0.00221666666667,0.842983333333
90,0.7666,0.001,0.0012,0.023,0.2082
91,0.0214,0.0054,0.1202,0.0126,0.8404
92,0.0048,0.004,0.072,0.004,0.9152
93,0.756866666667,0.0004,0.0178,0.0184666666667,0.206466666667
94,0.4974,0.0,0.0226,0.3746,0.1054
95,0.0426,0.0054,0.0542,0.0482,0.8496
96,0.5726,0.0,0.0096,0.303118333333,0.114681666667
97,0.511,0.0012,0.024,0.317,0.1468
98,0.0018,0.001,0.0014,0.0,0.9958
99,0.601266666667,0.0366,0.0482,0.0105333333333,0.3034
100,0.3739,0.0002,0.0116,0.3518,0.2625
101,0.460296666667,0.0,0.005,0.0136,0.521103333333
102,0.76775,0.0042,0.021,0.0478,0.15925
103,0.526707142857,0.0002,0.0204,0.261692857143,0.191
104,0.4478,0.0004,0.0454,0.196743333333,0.309656666667
105,0.3048,0.0034,0.0058,0.3838,0.3022
106,0.530102380952,0.0006,0.0116,0.3199,0.137797619048
107,0.4254,0.0,0.0274,0.4293,0.1179
108,0.0668,0.0016,0.0676,0.5568,0.3072
109,0.9324,0.001,0.003,0.0054,0.0582
110,0.351483333333,0.0006,0.0226,0.211333333333,0.413983333333
111,0.3772,0.0006,0.0104,0.387,0.2248
112,0.42065,0.0008,0.0246,0.387316666667,0.166633333333
113,0.2384,0.0016,0.0436,0.5214,0.195
114,0.2964,0.0006,0.0484,0.4414,0.2132
115,0.0016,0.0068,0.0204,0.0,0.9712
116,0.5584,0.0004,0.0014,0.2192,0.2206
117,0.8042,0.001,0.0046,0.1472,0.043
118,0.046,0.0134,0.221,0.4292,0.2904
119,0.1438,0.0024,0.0728,0.5974,0.1836
120,0.3446,0.003,0.1488,0.1082,0.3954
121,0.539706666667,0.0,0.0004,0.0082,0.451693333333
122,0.8232,0.0002,0.0048,0.0078,0.164
123,0.874,0.0026,0.0016,0.0562,0.0656
124,0.17085,0.0418,0.06815,0.023,0.6962
125,0.0474,0.0006,0.0724,0.0394,0.8402
126,0.858,0.0004,0.0008,0.1164,0.0244
127,0.1524,0.002,0.0714,0.0232,0.751
128,0.895,0.001,0.0032,0.0304,0.0704
129,0.954056666667,0.0,0.001,0.005,0.0399433333333
130,0.9372,0.001,0.0022,0.0340666666667,0.0255333333333
131,0.5242,0.0,0.0148,0.391133333333,0.0698666666667
132,0.990953333333,0.0,0.0015,0.0,0.00754666666667
133,0.7406,0.0141,0.0092,0.0092,0.2269
134,0.217,0.0028,0.0324,0.6254,0.1224
135,0.687,0.0,0.0152,0.0828,0.215
136,0.4866,0.001,0.0156,0.4062,0.0906
137,0.4128,0.0006,0.0352,0.1588,0.3926
138,0.214866666667,0.00893333333333,0.0365333333333,0.0028,0.736866666667
139,0.434483333333,0.0002,0.0068,0.469716666667,0.0888
140,0.2204,0.0,0.0105,0.15715,0.61195
141,0.626333333333,0.0,0.0076,0.235966666667,0.1301
142,0.2196,0.0108,0.0432,0.0018,0.7246
143,0.2994,0.0,0.034,0.3038,0.3628
144,0.3246,0.0,0.0914,0.4352,0.1488
145,0.376,0.0014,0.0906,0.3316,0.2004
146,0.343886666667,0.0016,0.0992,0.354913333333,0.2004
147,0.387,0.0066,0.0768,0.156,0.3736
148,0.242,0.0,0.0532,0.5724,0.1324
149,0.0016,0.0004,0.0092,0.0008,0.988
150,0.0697904761905,0.00464,0.0068,0.001,0.91776952381
151,0.2406,0.01,0.2332,0.079,0.4372
152,0.0216,0.0042,0.188333333333,0.0292,0.756666666667
153,0.593,0.0006,0.0066,0.1246,0.2752
154,0.0798533333333,0.0026,0.0832,0.318913333333,0.515433333333
155,0.6868,0.0026,0.0012,0.0226,0.2868
156,0.8258,0.0002,0.0014,0.0534,0.1192
157,0.219,0.0,0.0348866666667,0.3896,0.356513333333
158,0.0152,0.0106,0.137639047619,0.0036,0.832960952381
159,0.3518,0.0004,0.028,0.2078,0.412
160,0.4508,0.0008,0.0078,0.2668,0.2738
161,0.4518,0.0008,0.0064,0.1694,0.3716
162,0.581333333333,0.0008,0.0304,0.1214,0.266066666667
163,0.1476,0.0054,0.0563333333333,0.0086,0.782066666667
164,0.9418,0.0,0.0006,0.0062,0.0514
165,0.211,0.0,0.1472,0.39371,0.24809
166,0.760513333333,0.0008,0.007,0.0111,0.220586666667
167,0.6822,0.0006,0.0094,0.1254,0.1824
168,0.664993333333,0.0,0.0024,0.221206666667,0.1114
169,0.421133333333,0.0,0.0042,0.4984,0.0762666666667
170,0.499,0.0008,0.00452,0.05385,0.44183
171,0.0204,0.0068,0.236,0.0222,0.7146
172,0.40155,0.0002,0.0058,0.129,0.46345
173,0.3854,0.0004,0.0976,0.4386,0.078
174,0.3688,0.0146,0.087,0.3934,0.1362
175,0.3868,0.0018,0.012,0.4988,0.1006
176,0.4902,0.0054,0.0106,0.0002,0.4936
177,0.2884,0.002,0.085,0.4674,0.1572
178,0.6242,0.0012,0.036,0.114466666667,0.224133333333
179,0.5914,0.0542,0.0199833333333,0.1524,0.182016666667
180,0.0668,0.0048,0.0914,0.0696,0.7674
181,0.0154,0.0104,0.0248,0.0008,0.9486
182,0.691433333333,0.0054,0.0359666666667,0.0066,0.2606
183,0.3234,0.0,0.0584,0.3556,0.2626
184,0.1494,0.0014,0.0446,0.1734,0.6312
185,0.481,0.0002,0.0042,0.3574,0.1572
186,0.5016,0.0,0.0128,0.4054,0.0802
187,0.0216,0.0028,0.0398,0.002,0.9338
188,0.5476,0.0004,0.02,0.3346,0.0974
189,0.6718,0.0,0.0116,0.0966,0.22
190,0.8662,0.0,0.0068,0.0446,0.0824
191,0.36,0.017,0.0462,0.454666666667,0.122133333333
192,0.459266666667,0.0,0.067,0.328133333333,0.1456
193,0.1378,0.0034,0.0169,0.1738,0.6681
194,0.4506,0.006,0.022,0.0954666666667,0.425933333333
195,0.6836,0.0,0.0018,0.0486,0.266
196,0.387933333333,0.0028,0.0024,0.0195166666667,0.58735
197,0.5884,0.0002,0.0156,0.2644,0.1314
198,0.611664047619,0.0,0.0076,0.174591666667,0.206144285714
199,0.2454,0.0,0.0612,0.4753,0.2181
200,0.4634,0.0,0.0042,0.4088,0.1236
201,0.1674,0.0068,0.026,0.003,0.7968
202,0.290116666667,0.0024,0.03,0.12,0.557483333333
203,0.7396,0.0002,0.0046,0.1903,0.0653
204,0.8056,0.0002,0.0124,0.0532,0.1286
205,0.1374,0.0006,0.0872,0.5326,0.2422
206,0.411,0.002,0.0414,0.0874,0.4582
207,0.4922,0.0,0.0208,0.145133333333,0.341866666667
208,0.2282,0.0036,0.092,0.4126,0.2636
209,0.3304,0.0,0.0274666666667,0.471533333333,0.1706
210,0.4822,0.0006,0.017,0.404033333333,0.0961666666667
211,0.0512,0.0162,0.1106,0.002,0.82
212,0.1526,0.0,0.014,0.386,0.4474
213,0.4566,0.0008,0.0166,0.4314,0.0946
214,0.7152,0.0,0.0042,0.0796,0.201
215,0.0104,0.0066,0.0383466666667,0.002,0.942653333333
216,0.4356,0.0014,0.0096,0.0758,0.4776
217,0.7664,0.0196,0.035,0.0124,0.1666
218,0.373163333333,0.002,0.0704,0.0498,0.504636666667
219,0.454,0.0004,0.0116,0.108,0.426
220,0.3868,0.0004,0.0202,0.4552,0.1374
221,0.0514,0.0034,0.1172,0.4584,0.3696
222,0.039475,0.1362,0.0394,0.0002,0.784725
223,0.377216666667,0.0672,0.0554,0.0066,0.493583333333
224,0.6472,0.0002,0.0038,0.212,0.1368
225,0.1476,0.0042,0.0982,0.5356,0.2144
226,0.820466666667,0.0002,0.0108,0.0666333333333,0.1019
227,0.0663157142857,0.0087,0.0475,0.0,0.877484285714
228,0.1748,0.008,0.0275,0.0082,0.7815
229,0.365,0.0,0.0274,0.3494,0.2582
230,0.0134666666667,0.0048,0.0158,0.0,0.965933333333
231,0.946066666667,0.0,0.0,0.0432,0.0107333333333
232,0.9212,0.0002,0.0022,0.0218,0.0546
233,0.2392,0.0066,0.1514,0.002,0.6008
234,0.1336,0.0026,0.116133333333,0.5172,0.230466666667
235,0.3764,0.0,0.0454,0.4362,0.142
236,0.868706666667,0.0004,0.0002,0.0028,0.127893333333
237,0.5448,0.0008,0.0292,0.2986,0.1266
238,0.0726,0.004,0.11435,0.1168,0.69225
239,0.7964,0.0004,0.0024,0.1612,0.0396
240,0.72,0.002,0.0206,0.0734,0.184
241,0.8956,0.0,0.0058,0.0182,0.0804
242,0.297333333333,0.0008,0.0124,0.467066666667,0.2224
243,0.843266666667,0.0022,0.019,0.00293333333333,0.1326
244,0.28082,0.0018,0.03086,0.1684,0.51812
245,0.227493333333,0.0064,0.1087,0.196056666667,0.46135
246,0.4222,0.0002,0.025,0.350033333333,0.202566666667
247,0.45265,0.0,0.0128,0.0855333333333,0.449016666667
248,0.4726,0.0016,0.0174,0.1598,0.3486
249,0.2106,0.0,0.0206,0.597,0.1718
250,0.8716,0.0065,0.0064,0.0172,0.0983
251,0.0036,0.0,0.0088,0.9444,0.0432
252,0.3652,0.0,0.0996,0.3684,0.1668
253,0.0072,0.002,0.107,0.0086,0.8752
254,0.2822,0.0,0.14225,0.365415714286,0.210134285714
255,0.0044,0.0054,0.0188,0.00361333333333,0.967786666667
256,0.6702,0.0,0.002,0.1246,0.2032
257,0.3758,0.0002,0.1204,0.0914,0.4122
258,0.7114,0.0,0.0006,0.0124,0.2756
259,0.181,0.001,0.0944,0.4908,0.2328
260,0.8042,0.0012,0.0092,0.0438,0.1416
261,0.714766666667,0.0,0.0026,0.1178,0.164833333333
262,0.7718,0.0002,0.051,0.0612,0.1158
263,0.7458,0.0002,0.0036,0.125,0.1254
264,0.3916,0.0002,0.0118,0.308433333333,0.287966666667
265,0.3404,0.01,0.0056,0.4824,0.1616
266,0.3018,0.0064,0.0542,0.1298,0.5078
267,0.0856,0.0124,0.0674166666667,0.0234,0.811183333333
268,0.0088,0.0018,0.1108,0.0035,0.8751
269,0.026,0.0024,0.0212,0.0068,0.9436
270,0.8254,0.0018,0.0056,0.0496,0.1176
271,0.0146,0.0064,0.0316,0.0006,0.9468
272,0.3828,0.0394,0.1644,0.04,0.3734
273,0.0908,0.0242,0.0366,0.4622,0.3862
274,0.3474,0.0008,0.1006,0.1544,0.3968
275,0.212,0.0072,0.363433333333,0.0674,0.349966666667
276,0.004,0.0008,0.1298,0.0012,0.8642
277,0.2191,0.0116,0.0546,0.0134,0.7013
278,0.1776,0.0184,0.0946,0.1055,0.6039
279,0.43877,0.0016,0.0074,0.1626,0.38963
280,0.122333333333,0.0103,0.0304,0.0994666666667,0.7375
281,0.6612,0.0,0.0208,0.157,0.161
282,0.2456,0.0,0.0442,0.4348,0.2754
283,0.0138,0.0066,0.0082,0.006,0.9654
284,0.2426,0.0,0.0,0.0026,0.7548
285,0.1564,0.001,0.164,0.4364,0.2422
286,0.2129,0.0,0.0664,0.3195,0.4012
287,0.1644,0.0210333333333,0.0426,0.0014,0.770566666667
288,0.0366,0.0094,0.0318,0.0128,0.9094
289,0.4958,0.001,0.0066,0.3613,0.1353
290,0.4508,0.0016,0.034,0.399933333333,0.113666666667
291,0.75515,0.002,0.0244,0.0266,0.19185
292,0.9908,0.0,0.0004,0.0014,0.0074
293,0.7368,0.0006,0.0182,0.092,0.1524
294,0.0826633333333,0.005,0.1454,0.1384,0.628536666667
295,0.3036,0.0,0.107750952381,0.516482380952,0.0721666666667
296,0.0372,0.0018,0.029,0.0098,0.9222
297,0.397,0.0026,0.0326,0.4842,0.0836
298,0.1332,0.0102,0.1268,0.0682,0.6616
299,0.754826666667,0.0004,0.003,0.120873333333,0.1209
300,0.105066666667,0.0,0.0086,0.694916666667,0.191416666667
301,0.3214,0.0014,0.0134033333333,0.602155238095,0.0616414285714
302,0.741433333333,0.001,0.0018,0.0154,0.240366666667
303,0.89692,0.0,0.00528,0.0174,0.0804
304,0.4676,0.003,0.0386,0.2708,0.22
305,0.0184,0.011,0.3566,0.032,0.582
306,0.3812,0.0002,0.1784,0.3906,0.0496
307,0.8572,0.0006,0.0016,0.0406,0.1
308,0.256953333333,0.0012,0.024,0.2702,0.447646666667
309,0.808,0.0004,0.0008,0.0794,0.1114
310,0.261296666667,0.0194,0.0242,0.0014,0.693703333333
311,0.3176,0.0,0.0454,0.185,0.452
312,0.7752,0.0006,0.0388,0.0146,0.1708
313,0.08972,0.003,0.0896,0.003,0.81468
314,0.331,0.0,0.0312,0.318,0.3198
315,0.1957,0.0016,0.009,0.0161,0.7776
316,0.5972,0.0,0.0074,0.3492,0.0462
317,0.512,0.0002,0.0114,0.339,0.1374
318,0.6752,0.0026,0.0142,0.0841633333333,0.223836666667
319,0.009,0.0006,0.0148,0.001,0.9746
320,0.398733333333,0.0004,0.0344,0.4492,0.117266666667
321,0.2258,0.0012,0.0294,0.2162,0.5274
322,0.102,0.0074,0.017,0.0092,0.8644
323,0.0614,0.0018,0.0342,0.0092,0.8934
324,0.752335714286,0.00591666666667,0.013,0.0486,0.180147619048
325,0.881733333333,0.0002,0.0044,0.0110333333333,0.102633333333
326,0.544202857143,0.0,0.00159714285714,0.0012,0.453
327,0.7952,0.0,0.0016,0.0536,0.1496
328,0.2821,0.0004,0.0818,0.3968,0.2389
329,0.7988,0.0002,0.005,0.1344,0.0616
330,0.0956,0.0006,0.0334,0.1746,0.6958
331,0.4414,0.0002,0.0834,0.3186,0.1564
332,0.0004,0.0012,0.012,0.0,0.9864
333,0.94643,0.0002,0.0044,0.0182,0.03077
334,0.267,0.0002,0.003,0.008,0.7218
335,0.0668,0.1832,0.0674,0.0168,0.6658
336,0.953566666667,0.0,0.0,0.0012,0.0452333333333
337,0.0435,0.0088,0.3924,0.0454,0.5099
338,0.41,0.0056,0.0218,0.145,0.4176
339,0.1564,0.0406,0.0884,0.1168,0.5978
340,0.3908,0.0052,0.2482,0.208873333333,0.146926666667
341,0.1482,0.005,0.0534,0.0288,0.7646
342,0.900020952381,0.0006,0.0022,0.0132,0.083979047619
343,0.0874,0.0214,0.4078,0.0776,0.4058
344,0.6584,0.0,0.0064,0.2386,0.0966
345,0.860933333333,0.0,0.002,0.0278,0.109266666667
346,0.3474,0.0004,0.0702,0.382,0.2
347,0.13822,0.0008,0.0194,0.7845,0.05708
348,0.0781,0.0262,0.0142,0.0062,0.8753
349,0.1162,0.0004,0.0868333333333,0.6634,0.133166666667
350,0.4528,0.0018,0.1004,0.2606,0.1844
351,0.559,0.0008,0.008,0.2224,0.2098
352,0.082,0.001,0.0363333333333,0.0096,0.871066666667
353,0.238,0.0046,0.0205,0.607066666667,0.129833333333
354,0.7146,0.0044,0.0048,0.0112,0.265
355,0.6034,0.0,0.0016,0.197,0.198
356,0.0180633333333,0.116,0.1826,0.0,0.683336666667
357,0.4322,0.001,0.051,0.104,0.4118
358,0.6106,0.0002,0.00587,0.0242,0.35913
359,0.481666666667,0.0325333333333,0.058,0.0004,0.4274
360,0.6358,0.0006,0.0184,0.0292,0.316
361,0.8856,0.0002,0.0004,0.0158,0.098
362,0.0792,0.0178,0.03352,0.2664,0.60308
363,0.2768,0.0004,0.0432,0.4765,0.2031
364,0.652933333333,0.0035,0.0098,0.084,0.249766666667
365,0.3502,0.0,0.0064,0.0752,0.5682
366,0.0268,0.01,0.321,0.013,0.6292
367,0.706,0.0022,0.0162,0.0238,0.2518
368,0.1246,0.0036,0.367,0.1444,0.3604
369,0.0202,0.0176,0.1736,0.0076,0.781
370,0.478,0.0002,0.008,0.0506,0.4632
371,0.5363,0.0,0.0508,0.2165,0.1964
372,0.6144,0.0,0.0178,0.1494,0.2184
373,0.9901,0.0,0.0001,0.0094,0.0004
374,0.352,0.0,0.0696,0.33,0.2484
375,0.0496,0.0062,0.06505,0.0086,0.87055
376,0.3904,0.0004,0.0202,0.398366666667,0.190633333333
377,0.4548,0.0,0.11887,0.15555,0.27078
378,0.6986,0.0,0.0186,0.258,0.0248
379,0.3715,0.0006,0.0066,0.1192,0.5021
380,0.286057936508,0.0418,0.0122,0.0068,0.653142063492
381,0.7986,0.0078,0.0372,0.0224,0.134
382,0.012,0.0088,0.0568,0.00413333333333,0.918266666667
383,0.0204,0.0278,0.1044,0.0076,0.8398
384,0.0436,0.0026,0.1838,0.0328,0.7372
385,0.53712,0.0066,0.006,0.33308,0.1172
386,0.0926,0.0012,0.0334,0.6396,0.2332
387,0.2014,0.2178,0.0736,0.001,0.5062
388,0.77655,0.0,0.0008,0.18185,0.0408
389,0.8752,0.0002,0.00497,0.015,0.10463
390,0.954473333333,0.0002,0.0192,0.003,0.0231266666667
391,0.0774,0.0022,0.1706,0.484533333333,0.265266666667
392,0.0896,0.0078,0.0316,0.0163,0.8547
393,0.922933333333,0.0,0.000866666666667,0.008,0.0682
394,0.0122,0.004,0.0358,0.0118,0.9362
395,0.1084,0.0002,0.0624,0.588,0.241
396,0.209,0.0,0.0852,0.5678,0.138
397,0.0686,0.0004,0.2454,0.436,0.2496
398,0.637998333333,0.0477933333333,0.025,0.0086,0.280608333333
399,0.5546,0.0012,0.0072,0.311893333333,0.125106666667
400,0.6902,0.0122,0.0426,0.063,0.192
401,0.855,0.0064,0.008,0.011,0.1196
402,0.6558,0.0,0.0034,0.2026,0.1382
403,0.6766,0.0,0.0134,0.2262,0.0838
404,0.016,0.0338,0.0758,0.0048,0.8696
405,0.223883333333,0.0022,0.0285,0.0268166666667,0.7186
406,0.276,0.001,0.0548,0.4032,0.265
407,0.474,0.0008,0.0208,0.0706,0.4338
408,0.1538,0.0,0.0832,0.53018,0.23282
409,0.9476,0.0004,0.0008,0.0396,0.0116
410,0.1568,0.0228566666667,0.073,0.0082,0.739143333333
411,0.1386,0.0176,0.0678,0.4992,0.2768
412,0.942216666667,0.0004,0.0032,0.0046,0.0495833333333
413,0.63,0.0032,0.006,0.25361,0.10719
414,0.95172,0.0004,0.0052,0.0182,0.02448
415,0.3428,0.0,0.1208,0.3502,0.1862
416,0.989,0.0,0.0002,0.0044,0.0064
417,0.436,0.0,0.0068,0.2288,0.3284
418,0.217,0.0,0.0226,0.2374,0.523
419,0.9044,0.001,0.0018,0.014,0.0788
420,0.6284,0.0,0.0104,0.0676,0.2936
421,0.891,0.0,0.0014,0.0448,0.0628
422,0.041,0.0088,0.0748,0.0,0.8754
423,0.1042,0.19885,0.1396,0.0006,0.55675
424,0.912,0.0028,0.0018,0.012,0.0714
425,0.496,0.0262,0.03,0.0592,0.3886
426,0.0678,0.0228,0.2318,0.1224,0.5552
427,0.8786,0.006,0.0218,0.0066,0.087
428,0.0538,0.0154,0.2874,0.0054,0.638
429,0.0666,0.0074,0.0036,0.0804,0.842
430,0.0218,0.0014,0.0258533333333,0.0014,0.949546666667
431,0.4524,0.0008,0.0078,0.1772,0.3618
432,0.2632,0.0,0.0626,0.4938,0.1804
433,0.66675,0.0004,0.049,0.1374,0.14645
434,0.4852,0.0,0.0526,0.3298,0.1324
435,0.0047,0.0086,0.0684,0.0044,0.9139
436,0.004,0.0,0.0052,0.0008,0.99
437,0.5084,0.0042,0.004,0.0244,0.459
438,0.4696,0.0,0.0116,0.2724,0.2464
439,0.0026,0.0026,0.008,0.00338333333333,0.983416666667
440,0.3022,0.0,0.0032,0.1394,0.5552
441,0.0466,0.0404,0.0926,0.114733333333,0.705666666667
442,0.525323333333,0.0,0.0118,0.186,0.276876666667
443,0.8952,0.0054,0.00380238095238,0.0256,0.0699976190476
444,0.3268,0.0002,0.082,0.51855,0.07245
445,0.619,0.0008,0.0136,0.3204,0.0462
446,0.70605,0.0,0.002,0.13166952381,0.16028047619
447,0.4869,0.0132,0.0572,0.1326,0.3101
448,0.108066666667,0.037,0.0353,0.0052,0.814433333333
449,0.5407,0.0246,0.0416,0.007,0.3861
450,0.3022,0.0152,0.0214,0.0912,0.57
451,0.0102,0.0004,0.0244,0.001,0.964
452,0.258246666667,0.0006,0.0644,0.1228,0.553953333333
453,0.561,0.0,0.0016,0.397,0.0404
454,0.0098,0.0006,0.0598,0.012,0.9178
455,0.48745,0.0018,0.09095,0.231723333333,0.188076666667
456,0.622,0.0,0.0308,0.295666666667,0.0515333333333
457,0.864,0.0006,0.0138,0.0222,0.0994
458,0.0778,0.0028,0.263,0.2702,0.3862
459,0.623517619048,0.0004,0.0022,0.014,0.359882380952
460,0.0643,0.0266,0.0636,0.0108,0.8347
461,0.6264,0.0,0.0066,0.3082,0.0588
462,0.293266666667,0.0004,0.0126,0.485933333333,0.2078
463,0.021,0.0604,0.0332,0.0,0.8854
464,0.1108,0.0008,0.0798,0.238766666667,0.569833333333
465,0.5501,0.0002,0.00473333333333,0.3862,0.0587666666667
466,0.6468,0.0,0.0194,0.261,0.0728
467,0.039,0.0034,0.281,0.1896,0.487
468,0.59874,0.0006,0.0538,0.22586,0.121
469,0.576,0.006,0.0396,0.1398,0.2386
470,0.3736,0.0006,0.037,0.0657333333333,0.523066666667
471,0.124,0.0544,0.3112,0.0034,0.507
472,0.0298,0.013,0.4336,0.1485,0.3751
473,0.9176,0.0004,0.0104,0.0076,0.064
474,0.324093333333,0.0002,0.078990952381,0.532715714286,0.064
475,0.6912,0.0,0.0012,0.192,0.1156
476,0.9018,0.0,0.003,0.0286,0.0666
477,0.0038,0.0008,0.0704,0.0016,0.9234
478,0.5122,0.0,0.0674,0.2208,0.1996
479,0.0022,0.0046,0.0164,0.0,0.9768
480,0.9279,0.0022,0.0024,0.0047,0.0628
481,0.0356,0.001,0.16395,0.452833333333,0.346616666667
482,0.1142,0.0178,0.0837,0.279,0.5053
483,0.3696,0.0034,0.0228,0.4613,0.1429
484,0.0996,0.0376,0.0748,0.0382,0.7498
485,0.738,0.03,0.0166,0.1084,0.107
486,0.0956,0.0022,0.2294,0.398,0.2748
487,0.9214,0.0006,0.0012,0.0302,0.0466
488,0.777633333333,0.0014,0.0058,0.114933333333,0.100233333333
489,0.212296666667,0.022,0.0348,0.0116,0.719303333333
490,0.0094,0.0358,0.0678,0.0002,0.8868
491,0.0366,0.0026,0.0225866666667,0.002,0.936213333333
492,0.04,0.0008,0.111,0.4618,0.3864
493,0.2986,0.0002,0.0172,0.6114,0.0726
494,0.5874,0.0004,0.0068,0.3374,0.068
495,0.1608,0.0162,0.0102,0.1056,0.7072
496,0.4846,0.0008,0.0272,0.131,0.3564
497,0.0706871428571,0.0004,0.005,0.6258,0.298112857143
498,0.3776,0.0006,0.0222,0.1794,0.4202
499,0.904683333333,0.0004,0.00308333333333,0.0222,0.0696333333333
500,0.2969,0.0,0.0812,0.2889,0.333
501,0.8002,0.01,0.0404,0.0198,0.1296
502,0.5162,0.0,0.0202,0.343,0.1206
503,0.356,0.0138,0.0728,0.0242,0.5332
504,0.889191666667,0.0048,0.0102,0.009,0.0868083333333
505,0.1926,0.0022,0.0424,0.6524,0.1104
506,0.4528,0.0004,0.0312,0.3217,0.1939
507,0.1526,0.0026,0.2134,0.3634,0.268
508,0.51304,0.0,0.0366,0.29616,0.1542
